scan_date,ticker,name,market,sector,close,atr20,atr_pct,high20,low10,gap,gap_atr,dist_to_break,dist_atr,vol_mult,unit_shares,value_avg_20,status
20260811,330860,네패스아크,KOSDAQ,일반서비스,28450,4288,15.07,43950,18000,-15500,-3.615,15500,3.615,1.07,233,6406646696,임박
20260811,311320,지오엘리먼트,KOSDAQ,전기전자,7980,885,11.09,11190,5110,-3210,-3.627,3210,3.627,5.21,1129,633164246,임박
20260811,420770,기가비스,KOSDAQ,기계·장비,117400,16399,13.97,177000,82700,-59600,-3.634,59600,3.634,0.52,60,18805572820,임박
20260811,340440,세림B&G,KOSDAQ,화학,850,106,12.47,1236,762,-386,-3.642,386,3.642,0.12,9433,998144633,임박
20260811,065680,우주일렉트로,KOSDAQ,전기전자,23300,2481,10.65,32350,18800,-9050,-3.648,9050,3.648,0.1,403,1448249767,임박
20260811,348340,뉴로메카,KOSDAQ,기계·장비,20700,3777,18.25,34550,19200,-13850,-3.667,13850,3.667,1.12,264,6568629210,임박
20260811,176750,듀켐바이오,KOSDAQ,제약,6670,526,7.89,8600,5100,-1930,-3.669,1930,3.669,0.24,1901,712669367,임박
20260811,010960,삼호개발,KOSPI,건설,3215,289,8.99,4280,2700,-1065,-3.685,1065,3.685,1.45,3460,1560382422,임박
20260811,017180,명문제약,KOSPI,제약,1253,76,6.07,1535,1000,-282,-3.711,282,3.711,0.13,13157,1439400271,임박
20260811,373200,엑스플러스,KOSDAQ,기타제조,1786,216,12.09,2595,1380,-809,-3.745,809,3.745,0.1,4629,600719997,임박
20260811,281820,케이씨텍,KOSPI,의료·정밀기기,69300,9701,14.0,106000,53500,-36700,-3.783,36700,3.783,1.04,103,18603140630,임박
20260811,016360,삼성증권,KOSPI,증권,92700,6893,7.44,118800,82700,-26100,-3.786,26100,3.786,0.63,145,44892566535,임박
20260811,290690,아리바이오홀딩스,KOSDAQ,전기전자,4275,432,10.11,5920,3610,-1645,-3.808,1645,3.808,0.44,2314,2939708054,임박
20260811,058820,CMG제약,KOSDAQ,제약,717,59,8.23,942,643,-225,-3.814,225,3.814,1.78,16949,627696879,임박
20260811,071950,코아스,KOSPI,제조,1801,251,13.94,2760,1317,-959,-3.821,959,3.821,0.17,3984,795069436,임박
20260811,002680,한탑,KOSDAQ,음식료·담배,2150,247,11.49,3100,1521,-950,-3.846,950,3.846,0.98,4048,1773408340,임박
20260811,000660,SK하이닉스,KOSPI,전기전자,1425000,193763,13.6,2171000,1246000,-746000,-3.85,746000,3.85,0.6,5,10209489875700,임박
20260811,000850,화천기공,KOSPI,기계·장비,34050,2171,6.38,42450,29450,-8400,-3.869,8400,3.869,0.58,460,544306370,임박
20260811,352820,하이브,KOSPI,오락·문화,180300,13050,7.24,231500,157900,-51200,-3.923,51200,3.923,0.77,76,56593255735,임박
20260811,046210,HLB파나진,KOSDAQ,제약,1159,116,10.01,1615,980,-456,-3.931,456,3.931,0.13,8620,790212702,임박
20260811,308100,형지글로벌,KOSDAQ,유통,420,67,15.95,691,321,-271,-4.045,271,4.045,0.24,14925,523970206,임박
20260811,024060,흥구석유,KOSDAQ,유통,10750,1102,10.25,15250,9540,-4500,-4.083,4500,4.083,0.34,907,50102134812,임박
20260811,066590,스모트로닉,KOSDAQ,운송장비·부품,2715,239,8.8,3705,2100,-990,-4.142,990,4.142,0.05,4184,8336005588,임박
20260811,226330,신테카바이오,KOSDAQ,IT 서비스,1570,169,10.76,2280,1300,-710,-4.201,710,4.201,0.57,5917,607929739,임박
20260811,049080,기가레인,KOSDAQ,전기전자,9030,1408,15.59,14950,5590,-5920,-4.205,5920,4.205,0.19,710,21057566174,임박
20260811,089970,브이엠,KOSDAQ,기계·장비,72400,10860,15.0,118300,49800,-45900,-4.227,45900,4.227,0.96,92,58991760050,임박
20260811,002700,신일전자,KOSPI,유통,1037,80,7.71,1380,994,-343,-4.287,343,4.287,0.07,12500,6828253772,임박
20260811,089890,코세스,KOSDAQ,기계·장비,23350,3318,14.21,37700,15830,-14350,-4.325,14350,4.325,0.51,301,6946155288,임박
20260811,030720,동원수산,KOSPI,미분류,6260,396,6.33,7980,5110,-1720,-4.343,1720,4.343,0.26,2525,717940594,임박
20260811,006370,대구백화점,KOSPI,유통,4650,476,10.24,6720,4405,-2070,-4.349,2070,4.349,0.07,2100,664951768,임박
20260811,037070,파세코,KOSDAQ,전기전자,5870,870,14.82,9680,5590,-3810,-4.379,3810,4.379,0.07,1149,26506106950,임박
20260811,011090,에넥스,KOSPI,제조,1710,247,14.44,2800,1310,-1090,-4.413,1090,4.413,0.31,4048,2769269987,임박
20260811,319660,피에스케이,KOSDAQ,기계·장비,129100,18471,14.31,212000,98000,-82900,-4.488,82900,4.488,0.72,54,84841214875,임박
20260811,376900,로킷헬스케어,KOSDAQ,제약,34950,5969,17.08,62000,26700,-27050,-4.532,27050,4.532,0.58,167,17992005330,임박
20260811,475150,SK이터닉스,KOSPI,건설,51100,8050,15.75,87700,41300,-36600,-4.547,36600,4.547,0.39,124,473736764185,임박
20260811,004170,신세계,KOSPI,유통,428500,47385,11.06,644000,392500,-215500,-4.548,215500,4.548,1.17,21,47815782650,임박
20260811,008830,대동기어,KOSDAQ,기계·장비,6310,949,15.04,10630,5710,-4320,-4.552,4320,4.552,2.15,1053,2947534094,임박
20260811,465770,STX그린로지스,KOSPI,운송·창고,3025,592,19.57,5750,2295,-2725,-4.603,2725,4.603,0.29,1689,12575205494,임박
20260811,001000,신라섬유,KOSDAQ,미분류,565,113,20.0,1090,561,-525,-4.646,525,4.646,0.75,8849,635191050,임박
20260811,368600,아이씨에이치,KOSDAQ,전기전자,1015,133,13.1,1636,871,-621,-4.669,621,4.669,0.25,7518,2108815294,임박
20260811,100090,SK오션플랜트,KOSPI,금속,13980,1460,10.44,20850,11010,-6870,-4.705,6870,4.705,0.21,684,45118993465,임박
20260811,279570,케이뱅크,KOSPI,금융,5570,272,4.88,6850,5350,-1280,-4.706,1280,4.706,0.43,3676,10526511706,임박
20260811,218150,미래생명자원,KOSDAQ,음식료·담배,2090,230,11.0,3180,1771,-1090,-4.739,1090,4.739,0.12,4347,8685240576,임박
20260811,023790,동일스틸럭스,KOSDAQ,금속,1422,242,17.02,2585,1300,-1163,-4.806,1163,4.806,0.08,4132,4105709477,임박
20260811,000400,롯데손해보험,KOSPI,보험,2015,159,7.89,2780,1852,-765,-4.811,765,4.811,0.21,6289,2584223696,임박
20260811,322000,HD현대에너지솔루션,KOSPI,전기전자,118500,19311,16.3,212500,95000,-94000,-4.868,94000,4.868,0.6,51,81784068025,임박
20260811,138930,BNK금융지주,KOSPI,금융,14900,797,5.35,18790,14170,-3890,-4.881,3890,4.881,0.78,1254,18242096274,임박
20260811,011330,유니켐,KOSPI,운송장비·부품,5180,504,9.73,7680,3240,-2500,-4.96,2500,4.96,2.78,1984,1804421208,임박
20260811,033340,좋은사람들,KOSDAQ,섬유·의류,308,58,18.83,600,255,-292,-5.034,292,5.034,0.56,17241,895288002,임박
20260811,003780,진양산업,KOSPI,화학,3955,203,5.13,4990,3660,-1035,-5.099,1035,5.099,0.35,4926,581161100,임박
20260811,034230,파라다이스,KOSPI,오락·문화,9860,628,6.37,13120,9320,-3260,-5.191,3260,5.191,0.8,1592,7820418848,임박
20260811,023530,롯데쇼핑,KOSPI,유통,98800,11099,11.23,158000,95100,-59200,-5.334,59200,5.334,1.4,90,21700982365,임박
20260811,285800,진영,KOSDAQ,화학,860,135,15.7,1590,633,-730,-5.407,730,5.407,0.41,7407,1311515199,임박
20260811,093240,형지엘리트,KOSPI,섬유·의류,424,59,13.92,744,359,-320,-5.424,320,5.424,0.28,16949,1271428354,임박
20260811,002020,코오롱,KOSPI,금융,27000,3228,11.96,45150,20200,-18150,-5.623,18150,5.623,0.45,309,4612482615,임박
20260811,065950,웰크론,KOSDAQ,섬유·의류,1032,92,8.91,1570,900,-538,-5.848,538,5.848,0.07,10869,1015646494,임박
20260811,020000,한섬,KOSPI,섬유·의류,16190,1239,7.65,23450,15550,-7260,-5.86,7260,5.86,0.83,807,2420437808,임박
20260811,069960,현대백화점,KOSPI,유통,101300,11782,11.63,171500,99900,-70200,-5.958,70200,5.958,0.69,84,22190197155,임박
20260811,002070,비비안,KOSPI,섬유·의류,6120,1390,22.71,14500,3920,-8380,-6.029,8380,6.029,1.02,719,2583482606,임박
20260811,214330,금호에이치티,KOSPI,운송장비·부품,5590,578,10.34,9140,4475,-3550,-6.142,3550,6.142,2.4,1730,1058165486,임박
20260811,012690,모나리자,KOSPI,종이·목재,1518,149,9.82,2460,1275,-942,-6.322,942,6.322,0.23,6711,11274289325,임박
20260811,340570,티앤엘,KOSDAQ,제약,33500,4947,14.77,66900,30900,-33400,-6.752,33400,6.752,0.93,202,3535572980,임박
20260811,494120,큐리오시스,KOSDAQ,의료·정밀기기,12500,2510,20.08,29500,8220,-17000,-6.773,17000,6.773,1.74,398,1788415746,임박
20260811,066910,손오공,KOSDAQ,유통,2030,257,12.66,3805,1562,-1775,-6.907,1775,6.907,0.06,3891,3030585837,임박
20260811,049720,고려신용정보,KOSDAQ,일반서비스,9460,358,3.78,11940,8820,-2480,-6.927,2480,6.927,0.14,2793,3540688354,임박
20260811,024940,PN풍년,KOSDAQ,유통,2050,127,6.2,3000,1778,-950,-7.48,950,7.48,0.14,7874,673193385,임박
20260811,000020,동화약품,KOSPI,제약,5320,266,5.0,7560,4450,-2240,-8.421,2240,8.421,0.19,3759,4548318536,임박
20260811,004540,깨끗한나라,KOSPI,종이·목재,1212,99,8.17,2055,1060,-843,-8.515,843,8.515,0.03,10101,1451514390,임박
20260811,356860,티엘비,KOSDAQ,전기전자,28300,6894,24.36,88700,19600,-60400,-8.761,60400,8.761,1.44,145,12760754960,임박
20260811,102940,코오롱생명과학,KOSDAQ,제약,16500,2835,17.18,43200,13210,-26700,-9.418,26700,9.418,0.46,352,5528228888,임박
20260811,950160,코오롱티슈진,KOSDAQ,미분류,19620,6999,35.67,92800,11470,-73180,-10.456,73180,10.456,0.46,142,82716094100,임박
20260811,210980,SK디앤디,KOSPI,부동산,4870,617,12.67,11520,3685,-6650,-10.778,6650,10.778,0.76,1620,2002487387,임박
20260811,387690,레메디,KOSDAQ,의료·정밀기기,10220,1974,19.32,34650,6980,-24430,-12.376,24430,12.376,0.19,506,25098461998,임박
